label1,label2,r1,r2,r3,r4,r1p,r2p,r3p,r4p
118.5,118.5,245.5,8.5,127.0,118.5,222.4016,2.6227887,112.51905,109.88216
107.0,107.0,231.5,17.5,124.5,107.0,216.20738,8.874273,112.54613,103.66068
125.0,125.0,237.0,13.0,125.0,112.0,224.80608,26.724499,125.7697,99.04283
90.0,90.0,196.0,16.0,106.0,90.0,221.01822,2.8205884,111.922455,109.102
108.5,108.5,220.5,3.5,112.0,108.5,232.75714,10.157343,121.4607,111.29984
134.0,134.0,211.0,57.0,134.0,77.0,224.22368,11.451094,117.84218,106.38674
123.0,123.0,227.0,19.0,123.0,104.0,220.06563,0.8666012,110.47005,109.594955
94.0,94.0,209.0,21.0,115.0,94.0,219.78947,1.3845704,110.591545,109.19792
110.0,110.0,223.0,3.0,113.0,110.0,246.86761,8.091056,127.48427,119.38379
139.0,139.0,260.5,17.5,139.0,121.5,244.4549,5.2217627,124.842834,119.6158
89.0,89.0,185.0,7.0,96.0,89.0,212.5461,5.667568,109.10765,103.44155
115.0,115.0,210.0,20.0,115.0,95.0,206.31181,19.097002,112.70489,93.61186
100.0,100.0,217.0,17.0,117.0,100.0,239.3873,22.200129,130.79843,108.59103
113.0,113.0,213.0,13.0,113.0,100.0,236.65318,0.68203664,118.66883,117.984276
111.0,111.0,152.0,70.0,111.0,41.0,223.93636,3.691127,113.81628,110.120995
108.0,108.0,222.0,6.0,114.0,108.0,214.67596,12.388061,113.53689,101.14139
100.0,100.0,226.0,26.0,126.0,100.0,234.60245,0.7651284,117.68793,116.91777
120.0,120.0,212.0,28.0,120.0,92.0,212.80035,5.9843264,109.394325,103.411674
108.5,108.5,201.5,15.5,108.5,93.0,230.95038,13.668383,122.3151,108.63295
104.0,104.0,212.0,4.0,108.0,104.0,219.42429,6.2620583,112.84862,106.57282
108.0,108.0,207.0,9.0,108.0,99.0,234.93323,4.8918886,119.9168,115.018524
97.0,97.0,200.0,6.0,103.0,97.0,224.10617,3.1385796,113.62761,110.47523
120.0,120.0,253.0,13.0,133.0,120.0,211.18044,12.971198,112.081184,99.10193
94.0,94.0,188.0,0.0,94.0,94.0,218.77118,0.49974176,109.63706,109.122215
110.0,110.0,224.0,4.0,114.0,110.0,234.38756,2.7749932,118.586464,115.801926
139.0,139.0,246.0,32.0,139.0,107.0,227.43074,12.055698,119.746895,107.69017
89.0,89.0,194.0,16.0,105.0,89.0,213.53435,4.022624,108.782074,104.752655
115.0,115.0,240.5,10.5,125.5,115.0,219.17842,6.060399,112.62169,106.557335
100.0,100.0,213.0,13.0,113.0,100.0,212.77594,4.71679,108.74757,104.028656
113.0,113.0,257.0,31.0,144.0,113.0,228.79768,9.653498,119.23159,109.566216
111.0,111.0,217.0,5.0,111.0,106.0,213.08566,14.894742,113.99203,99.099304
108.0,108.0,228.0,12.0,120.0,108.0,215.36816,13.048319,114.21332,101.15775
100.0,100.0,218.5,18.5,118.5,100.0,226.36623,6.2981176,116.33598,110.03089
120.0,120.0,227.0,13.0,120.0,107.0,213.02226,5.421996,109.22424,103.802734
108.5,108.5,233.5,16.5,125.0,108.5,208.08977,10.506532,109.29907,98.79302
104.0,104.0,194.0,14.0,104.0,90.0,216.16609,2.9938672,109.58532,106.5806
108.0,108.0,216.5,0.5,108.5,108.0,226.74374,3.487901,115.12031,111.62262
97.0,97.0,231.0,37.0,134.0,97.0,228.70792,7.377527,118.04885,110.65279
120.0,120.0,243.0,3.0,123.0,120.0,208.93886,10.873582,109.91085,99.033516
94.0,94.0,188.0,0.0,94.0,94.0,218.66307,0.501529,109.58247,109.068436
110.0,110.0,220.0,0.0,110.0,110.0,238.04738,-0.18375088,118.88441,118.96315
139.0,139.0,278.0,0.0,139.0,139.0,238.54834,0.21746944,119.35926,119.082634
89.0,89.0,178.0,0.0,89.0,89.0,217.73784,0.5242722,109.132,108.59967
115.0,115.0,230.0,0.0,115.0,115.0,224.37769,0.36770555,112.36436,111.96222
100.0,100.0,200.0,0.0,100.0,100.0,217.30348,0.36559793,108.826805,108.43441
113.0,113.0,226.0,0.0,113.0,113.0,237.99684,0.007525664,118.96536,118.87606
111.0,111.0,222.0,0.0,111.0,111.0,227.68347,0.6102402,114.15007,113.533104
108.0,108.0,216.0,0.0,108.0,108.0,202.47707,0.39985773,101.43069,101.03047
100.0,100.0,200.0,0.0,100.0,100.0,232.45935,0.22696994,116.32224,116.04093
120.0,120.0,240.0,0.0,120.0,120.0,218.40361,0.67350316,109.541336,108.86221
108.5,108.5,217.0,0.0,108.5,108.5,217.78943,0.20020412,108.97718,108.7322
104.0,104.0,208.0,0.0,104.0,104.0,213.3472,0.46373102,106.9044,106.43
108.0,108.0,216.0,0.0,108.0,108.0,230.41206,0.69769025,115.55769,114.85281
97.0,97.0,194.0,0.0,97.0,97.0,221.0707,0.20871471,110.62407,110.364525
120.0,120.0,240.0,0.0,120.0,120.0,198.22586,0.41648027,99.31337,98.904884
94.0,94.0,207.0,19.0,113.0,94.0,216.52797,1.6665833,109.1002,107.42855
110.0,110.0,217.0,3.0,110.0,107.0,233.81209,3.9642842,118.892,114.92227
139.0,139.0,265.0,13.0,139.0,126.0,229.10655,10.400199,119.75729,109.352394
89.0,89.0,184.0,6.0,95.0,89.0,219.93733,1.8480809,110.89645,109.0424
115.0,115.0,216.0,14.0,115.0,101.0,208.96234,16.276054,112.61908,96.347374
100.0,100.0,202.0,2.0,102.0,100.0,222.15877,3.628877,112.89802,109.26047
113.0,113.0,212.0,14.0,113.0,99.0,235.77089,1.1974576,118.48507,117.28658
111.0,111.0,206.0,16.0,111.0,95.0,211.63914,16.14332,113.89189,97.75344
108.0,108.0,240.0,24.0,132.0,108.0,208.23749,6.0510015,107.14697,101.095276
100.0,100.0,189.0,11.0,100.0,89.0,221.3903,11.869998,116.63315,104.76123
120.0,120.0,226.0,14.0,120.0,106.0,226.6538,8.40464,117.534,109.11743
108.5,108.5,213.5,3.5,108.5,105.0,221.61913,3.9101975,112.76991,108.84803
104.0,104.0,215.0,7.0,111.0,104.0,220.55887,7.981312,114.276726,106.27955
108.0,108.0,187.0,29.0,108.0,79.0,216.82462,13.645982,115.23785,101.59337
97.0,97.0,224.0,30.0,127.0,97.0,222.71695,1.1758091,111.95085,110.76233
120.0,120.0,223.5,16.5,120.0,103.5,207.55559,9.448921,108.506035,99.054985
94.0,94.0,208.0,20.0,114.0,94.0,222.89746,3.8955185,113.40235,109.49404
110.0,110.0,182.0,38.0,110.0,72.0,234.89,4.1544104,119.52572,115.365005
139.0,139.0,265.0,13.0,139.0,126.0,238.84784,0.178632,119.48619,119.24485
89.0,89.0,190.0,12.0,101.0,89.0,224.78706,6.3958025,115.596664,109.19001
115.0,115.0,208.0,22.0,115.0,93.0,211.10805,13.831283,112.46983,98.64093
100.0,100.0,230.0,30.0,130.0,100.0,225.36734,8.106137,116.74069,108.62573
113.0,113.0,213.0,13.0,113.0,100.0,222.59515,15.966865,119.28374,103.32091
111.0,111.0,220.0,2.0,111.0,109.0,234.1612,7.234626,120.703415,113.458275
108.0,108.0,218.0,2.0,110.0,108.0,218.77252,16.154732,117.468025,101.30405
100.0,100.0,187.5,12.5,100.0,87.5,217.71483,15.155679,116.43756,101.281746
120.0,120.0,224.0,16.0,120.0,104.0,216.69034,1.202987,108.94999,107.74284
108.5,108.5,223.5,6.5,115.0,108.5,234.91318,17.422928,126.17302,108.73996
104.0,104.0,211.0,3.0,107.0,104.0,207.29826,6.3479786,106.82384,100.47865
108.0,108.0,181.0,35.0,108.0,73.0,226.82071,3.522567,115.174515,111.6488
97.0,97.0,193.0,1.0,97.0,96.0,207.86903,13.913901,110.89288,96.97958
120.0,120.0,200.0,40.0,120.0,80.0,204.33156,6.0654716,105.20035,99.13824
94.0,94.0,222.0,34.0,128.0,94.0,221.20345,2.7747185,111.99486,109.20932
110.0,110.0,226.0,6.0,116.0,110.0,230.0789,8.695873,119.39253,110.69123
139.0,139.0,242.0,36.0,139.0,103.0,227.27678,12.166986,119.72632,107.55354
89.0,89.0,189.0,11.0,100.0,89.0,220.1649,2.1397774,111.15634,109.009926
115.0,115.0,242.0,12.0,127.0,115.0,219.61981,5.4805937,112.55311,107.06407
100.0,100.0,241.0,41.0,141.0,100.0,221.10498,3.64137,112.3776,108.72781
113.0,113.0,232.0,6.0,119.0,113.0,218.24469,20.329226,119.28856,98.966354
111.0,111.0,200.0,22.0,111.0,89.0,216.72913,11.266283,113.99982,102.73541
108.0,108.0,214.0,2.0,108.0,106.0,207.94508,5.9298973,106.939926,101.009705
100.0,100.0,196.0,4.0,100.0,96.0,216.72041,16.19985,116.46153,100.26428
120.0,120.0,216.5,23.5,120.0,96.5,215.48131,2.8029282,109.145035,106.34018
108.5,108.5,186.5,30.5,108.5,78.0,212.68703,5.599475,109.14502,103.54274
104.0,104.0,201.0,7.0,104.0,97.0,210.78268,1.9367268,106.36191,104.4234
108.0,108.0,197.0,19.0,108.0,89.0,227.13034,2.593076,114.86502,112.266716
97.0,97.0,221.0,27.0,124.0,97.0,225.91,5.524791,115.72374,110.18221
120.0,120.0,204.0,36.0,120.0,84.0,208.12978,10.215708,109.177376,98.95822
94.0,94.0,182.0,6.0,94.0,88.0,225.31786,6.708309,116.01866,109.29703
110.0,110.0,221.0,1.0,111.0,110.0,225.96092,13.172783,119.571205,106.39786
139.0,139.0,252.0,26.0,139.0,113.0,235.91853,3.5773652,119.75028,116.16719
89.0,89.0,185.5,7.5,96.5,89.0,220.9179,3.037717,111.98189,108.93741
115.0,115.0,195.0,35.0,115.0,80.0,225.64325,0.4841816,113.06163,112.5578
100.0,100.0,224.0,24.0,124.0,100.0,216.6859,0.5720608,108.63251,108.051254
113.0,113.0,226.0,0.0,113.0,113.0,230.6473,7.651066,119.153854,111.495636
111.0,111.0,234.0,12.0,123.0,111.0,229.9553,2.3397992,116.15141,113.806366
108.0,108.0,235.0,19.0,127.0,108.0,220.15773,17.715364,118.94135,101.21494
100.0,100.0,232.0,32.0,132.0,100.0,232.27678,0.13392375,116.179245,115.981476
120.0,120.0,234.0,6.0,120.0,114.0,225.23624,6.5761957,115.911156,109.32212
108.5,108.5,218.5,1.5,110.0,108.5,216.61835,1.0139401,108.81837,107.79759
104.0,104.0,182.0,26.0,104.0,78.0,213.32393,0.51824117,106.92354,106.40027
108.0,108.0,201.0,15.0,108.0,93.0,218.33328,12.181294,115.26026,103.07952
97.0,97.0,214.0,20.0,117.0,97.0,221.38109,0.31970522,110.8412,110.48263
120.0,120.0,223.0,17.0,120.0,103.0,210.998,12.8606,111.934296,99.069336
94.0,94.0,201.0,13.0,107.0,94.0,220.67783,2.0591767,111.37337,109.3047
110.0,110.0,208.0,12.0,110.0,98.0,224.82356,13.835806,119.33556,105.492386
139.0,139.0,241.0,37.0,139.0,102.0,232.13109,7.823104,119.98178,112.14847
89.0,89.0,200.0,22.0,111.0,89.0,215.00385,3.0858872,109.04595,105.95935
115.0,115.0,227.0,3.0,115.0,112.0,225.97034,0.55873036,113.266106,112.69505
100.0,100.0,225.0,25.0,125.0,100.0,211.05565,6.7338333,108.896225,102.159744
113.0,113.0,201.0,25.0,113.0,88.0,230.05008,7.9793825,119.019485,111.03348
111.0,111.0,224.0,2.0,113.0,111.0,233.36543,6.235401,119.80626,113.56049
108.0,108.0,208.0,8.0,108.0,100.0,228.15202,25.413029,126.785675,101.368805
100.0,100.0,212.0,12.0,112.0,100.0,226.21347,6.534896,116.378426,109.83535
120.0,120.0,229.0,11.0,120.0,109.0,216.58215,1.2438023,108.91731,107.665695
108.5,108.5,225.5,8.5,117.0,108.5,230.68102,13.612881,122.15292,108.52618
104.0,104.0,182.0,26.0,104.0,78.0,199.62936,14.927904,107.27954,92.35692
108.0,108.0,215.0,1.0,108.0,107.0,219.88539,10.643959,115.26811,104.622696
97.0,97.0,200.0,6.0,103.0,97.0,222.95512,2.268245,112.61758,110.334656
120.0,120.0,235.0,5.0,120.0,115.0,200.27342,1.8308747,101.04996,99.23169
94.0,94.0,223.0,35.0,129.0,94.0,216.69897,2.12482,109.4142,107.28572
110.0,110.0,204.0,16.0,110.0,94.0,216.2907,22.644466,119.469444,96.83139
139.0,139.0,240.0,38.0,139.0,101.0,230.92558,8.05315,119.49355,111.43458
89.0,89.0,194.0,16.0,105.0,89.0,230.57689,12.943895,121.76509,108.811646
115.0,115.0,240.0,10.0,125.0,115.0,230.57448,4.765788,117.67598,112.89873
100.0,100.0,220.0,20.0,120.0,100.0,224.8662,7.0377007,115.956,108.909
113.0,113.0,210.0,16.0,113.0,97.0,233.74532,4.3875685,119.071106,114.67442
111.0,111.0,208.0,14.0,111.0,97.0,218.31015,10.016846,114.16547,104.151146
108.0,108.0,195.0,21.0,108.0,87.0,215.54915,13.050338,114.30481,101.245636
100.0,100.0,187.0,13.0,100.0,87.0,229.33673,3.142341,116.242004,113.09551
120.0,120.0,230.0,10.0,120.0,110.0,223.62936,5.090295,114.36516,109.262024
108.5,108.5,220.5,3.5,112.0,108.5,222.22507,4.001588,113.11834,109.10537
104.0,104.0,203.0,5.0,104.0,99.0,218.23622,5.146435,111.69664,106.53706
108.0,108.0,199.0,17.0,108.0,91.0,222.63138,7.706396,115.17279,107.461075
97.0,97.0,220.0,26.0,123.0,97.0,228.87231,8.972385,118.931915,109.93472
120.0,120.0,203.0,37.0,120.0,83.0,200.30936,2.1858017,101.24693,99.07182
94.0,94.0,194.0,6.0,100.0,94.0,221.9622,3.2943985,112.63368,109.32762
110.0,110.0,201.0,19.0,110.0,91.0,231.91121,6.102745,119.01181,112.90365
139.0,139.0,239.0,39.0,139.0,100.0,229.73613,9.595055,119.66935,110.07016
89.0,89.0,211.0,33.0,122.0,89.0,223.60608,5.7406464,114.677414,108.92879
115.0,115.0,222.0,8.0,115.0,107.0,228.73322,2.525718,115.63434,113.09971
100.0,100.0,209.0,9.0,109.0,100.0,218.08252,0.48678705,109.283134,108.78415
113.0,113.0,231.5,5.5,118.5,113.0,235.20139,2.5325787,118.86864,116.33444
111.0,111.0,231.0,9.0,120.0,111.0,223.39336,4.1974974,113.79938,109.59326
108.0,108.0,215.0,1.0,108.0,107.0,213.55249,11.300271,112.43112,101.12475
100.0,100.0,227.0,27.0,127.0,100.0,228.94432,3.153989,116.05425,112.88945
120.0,120.0,244.5,4.5,124.5,120.0,221.54227,3.3063881,112.4297,109.11229
108.5,108.5,220.5,3.5,112.0,108.5,234.48183,16.844677,125.66771,108.81363
104.0,104.0,210.0,2.0,106.0,104.0,218.36919,5.3145485,111.84723,106.52007
108.0,108.0,220.0,4.0,112.0,108.0,236.39859,6.9877644,121.69763,114.70157
97.0,97.0,174.0,20.0,97.0,77.0,216.63255,4.2606316,110.4519,106.17918
120.0,120.0,224.0,16.0,120.0,104.0,209.87628,11.810539,110.84854,99.033066
113.0,113.0,228.0,2.0,115.0,113.0,217.7174,3.2916577,110.50934,107.20594
107.0,107.0,220.0,6.0,113.0,107.0,242.54753,12.205432,127.381805,115.163025
126.0,126.0,247.5,4.5,126.0,121.5,235.0598,16.085299,125.57626,109.48074
95.0,95.0,191.0,1.0,96.0,95.0,214.6926,7.708766,111.20416,103.48918
101.0,101.0,196.0,6.0,101.0,95.0,189.95518,2.057792,96.00288,93.96697
102.0,102.0,219.0,15.0,117.0,102.0,243.13876,19.358185,131.25418,111.88773
99.0,99.0,199.0,1.0,100.0,99.0,234.2652,0.07442592,117.14044,116.991295
95.0,95.0,136.0,54.0,95.0,41.0,207.9341,12.496805,110.219,97.72114
132.0,132.0,246.0,18.0,132.0,114.0,220.19373,6.5955677,113.4001,106.78977
89.0,89.0,215.0,37.0,126.0,89.0,223.65346,13.61847,118.641014,105.00766
106.0,106.0,198.0,14.0,106.0,92.0,220.99544,14.074144,117.53832,103.46437
105.0,105.0,198.0,12.0,105.0,93.0,234.6831,9.412327,122.0542,112.62619
111.0,111.0,219.0,3.0,111.0,108.0,226.28061,2.0707314,114.17758,112.10072
79.0,79.0,178.0,20.0,99.0,79.0,221.62532,18.175446,119.904305,101.72139
127.0,127.0,230.0,24.0,127.0,103.0,225.6374,1.7612965,113.70354,111.933586
103.5,103.5,236.5,29.5,133.0,103.5,220.3362,3.3964398,111.87112,108.466866
113.0,113.0,207.0,19.0,113.0,94.0,216.65994,2.021104,109.34544,107.31273
107.0,107.0,221.0,7.0,114.0,107.0,229.50798,0.9328377,115.22756,114.2798
126.0,126.0,233.0,19.0,126.0,107.0,217.56749,2.00896,109.79128,107.777725
95.0,95.0,200.0,10.0,105.0,95.0,215.68024,6.3309975,111.01194,104.666115
101.0,101.0,226.5,24.5,125.5,101.0,203.59883,11.3307495,107.46696,96.13783
102.0,102.0,215.0,11.0,113.0,102.0,217.45352,8.984767,113.22109,104.236725
99.0,99.0,243.0,45.0,144.0,99.0,226.3547,7.7730217,117.0707,109.28227
95.0,95.0,201.0,11.0,106.0,95.0,196.68565,0.823045,98.75032,97.94567
132.0,132.0,252.0,12.0,132.0,120.0,220.85991,7.531396,114.20151,106.655624
89.0,89.0,207.5,29.5,118.5,89.0,215.024,5.270212,110.152115,104.87076
106.0,106.0,213.0,1.0,107.0,106.0,221.2602,13.819603,117.54366,103.721954
105.0,105.0,230.0,20.0,125.0,105.0,211.94586,14.041497,112.995766,98.95233
111.0,111.0,201.0,21.0,111.0,90.0,223.19261,5.7,114.45017,108.73729
79.0,79.0,187.5,29.5,108.5,79.0,213.09155,10.050629,111.57619,101.51645
127.0,127.0,261.0,7.0,134.0,127.0,230.23613,6.02884,118.137924,112.095245
103.5,103.5,226.5,19.5,123.0,103.5,217.88516,1.3310063,109.61122,108.276276
113.0,113.0,207.0,19.0,113.0,94.0,216.56049,1.6801198,109.123764,107.434265
107.0,107.0,217.0,3.0,110.0,107.0,233.82913,3.9743779,118.907166,114.920135
126.0,126.0,265.0,13.0,139.0,126.0,229.10065,10.406802,119.76023,109.33739
95.0,95.0,184.0,6.0,95.0,89.0,219.91855,1.8281472,110.87819,109.03697
101.0,101.0,216.0,14.0,115.0,101.0,209.02219,16.33671,112.68576,96.34087
102.0,102.0,202.0,2.0,102.0,100.0,222.1263,3.6091626,112.87047,109.25659
99.0,99.0,212.0,14.0,113.0,99.0,235.77763,1.1983559,118.49303,117.284454
95.0,95.0,206.0,16.0,111.0,95.0,211.71326,16.20911,113.96604,97.750946
132.0,132.0,240.0,24.0,132.0,108.0,208.1883,6.012884,107.10196,101.08873
89.0,89.0,189.0,11.0,100.0,89.0,221.41449,11.893602,116.66002,104.74994
106.0,106.0,226.0,14.0,120.0,106.0,226.62883,8.38413,117.51113,109.121216
105.0,105.0,213.5,3.5,108.5,105.0,221.60347,3.8950226,112.753654,108.84766
111.0,111.0,215.0,7.0,111.0,104.0,220.53299,7.964216,114.25102,106.28352
79.0,79.0,187.0,29.0,108.0,79.0,216.91116,13.705185,115.313065,101.5964
127.0,127.0,224.0,30.0,127.0,97.0,222.696,1.1693089,111.935684,110.75948
103.5,103.5,223.5,16.5,120.0,103.5,207.48788,9.403075,108.44572,99.04791
113.0,113.0,226.0,0.0,113.0,113.0,214.3936,0.20821117,107.28145,107.04064
107.0,107.0,214.0,0.0,107.0,107.0,228.91519,0.026293974,114.44041,114.33831
126.0,126.0,252.0,0.0,126.0,126.0,219.36996,0.48598024,109.92738,109.4258
95.0,95.0,190.0,0.0,95.0,95.0,222.00555,0.25217745,111.11593,110.81542
101.0,101.0,202.0,0.0,101.0,101.0,192.6796,0.7419083,96.70485,95.98698
102.0,102.0,204.0,0.0,102.0,102.0,226.73293,0.93533444,113.836716,112.896706
99.0,99.0,198.0,0.0,99.0,99.0,233.27286,-0.20261265,116.486206,116.59219
95.0,95.0,190.0,0.0,95.0,95.0,195.15169,0.41461298,97.773895,97.37271
132.0,132.0,264.0,0.0,132.0,132.0,213.76093,0.3164055,107.02961,106.683525
89.0,89.0,178.0,0.0,89.0,89.0,209.94783,0.21366619,105.05973,104.82513
106.0,106.0,212.0,0.0,106.0,106.0,234.4228,-0.120760694,117.108925,117.13504
105.0,105.0,210.0,0.0,105.0,105.0,225.17691,0.20276569,112.67134,112.41427
111.0,111.0,222.0,0.0,111.0,111.0,227.68343,0.32340357,113.990814,113.62692
79.0,79.0,158.0,0.0,79.0,79.0,203.03381,0.18912624,101.58258,101.39189
127.0,127.0,254.0,0.0,127.0,127.0,224.3179,0.46670648,112.38813,111.90112
103.5,103.5,207.0,0.0,103.5,103.5,216.53925,0.6646073,108.60392,107.935776
113.0,113.0,227.0,1.0,114.0,113.0,220.80428,5.9940577,113.404816,107.39571
107.0,107.0,179.0,35.0,107.0,72.0,230.20885,0.2549965,115.21388,114.90791
126.0,126.0,252.0,0.0,126.0,126.0,229.55049,10.409061,119.98591,109.561356
95.0,95.0,196.0,6.0,101.0,95.0,226.86429,4.3446875,115.61103,111.247284
101.0,101.0,194.0,8.0,101.0,93.0,195.10645,3.1258776,99.112526,96.002045
102.0,102.0,232.0,28.0,130.0,102.0,229.816,4.660432,117.242195,112.57663
99.0,99.0,199.0,1.0,100.0,99.0,220.24907,13.912366,117.084274,103.17131
95.0,95.0,204.0,14.0,109.0,95.0,218.46533,23.016932,120.74565,97.721794
132.0,132.0,242.0,22.0,132.0,110.0,224.48656,10.454066,117.47539,107.00606
89.0,89.0,176.5,1.5,89.0,87.5,206.26266,3.903825,105.084854,101.18074
106.0,106.0,210.0,2.0,106.0,104.0,225.14085,9.826733,117.48895,107.6569
105.0,105.0,220.0,10.0,115.0,105.0,238.64954,13.221986,125.94165,112.706215
111.0,111.0,218.0,4.0,111.0,107.0,214.63947,13.747901,114.1942,100.44792
79.0,79.0,152.0,6.0,79.0,73.0,213.27252,10.067064,111.673836,101.60089
127.0,127.0,223.0,31.0,127.0,96.0,209.4072,15.575021,112.491486,96.92246
103.5,103.5,183.5,23.5,103.5,80.0,213.34079,3.1591065,108.251495,105.09212
113.0,113.0,241.0,15.0,128.0,113.0,219.12698,4.7677784,111.95302,107.17222
107.0,107.0,223.0,9.0,116.0,107.0,225.23166,4.2208033,114.73039,110.50237
126.0,126.0,229.0,23.0,126.0,103.0,217.40329,1.7441342,109.57707,107.82588
95.0,95.0,195.0,5.0,100.0,95.0,222.20024,0.35851976,111.27262,110.87697
101.0,101.0,228.0,26.0,127.0,101.0,203.99792,11.992157,107.99816,96.00438
102.0,102.0,243.0,39.0,141.0,102.0,225.66783,0.5532944,113.11048,112.548676
99.0,99.0,218.0,20.0,119.0,99.0,215.99165,18.091042,117.0438,98.9547
95.0,95.0,184.0,6.0,95.0,89.0,200.58275,4.421623,102.501175,98.0898
132.0,132.0,238.0,26.0,132.0,106.0,213.46213,0.3877022,106.919685,106.51124
89.0,89.0,185.0,7.0,96.0,89.0,205.35132,5.3169737,105.33471,100.01984
106.0,106.0,202.5,9.5,106.0,96.5,223.84613,11.271618,117.56353,106.288635
105.0,105.0,183.0,27.0,105.0,78.0,216.42589,9.362879,112.89755,103.529465
111.0,111.0,208.0,14.0,111.0,97.0,218.04102,10.069497,114.057526,103.984665
79.0,79.0,168.0,10.0,89.0,79.0,213.61905,10.626274,112.12747,101.49375
127.0,127.0,251.0,3.0,127.0,124.0,227.42989,4.1976824,115.819405,111.6095
103.5,103.5,187.5,19.5,103.5,84.0,217.0242,0.73400235,108.88221,108.144295
113.0,113.0,201.0,25.0,113.0,88.0,223.22412,8.835897,116.0355,107.18427
107.0,107.0,218.0,4.0,111.0,107.0,221.18704,8.754041,114.974174,106.21719
126.0,126.0,239.0,13.0,126.0,113.0,226.4886,6.787985,116.644196,109.840614
95.0,95.0,191.5,1.5,96.5,95.0,222.94597,0.93656087,111.94637,110.995255
101.0,101.0,181.0,21.0,101.0,80.0,210.2088,17.767754,113.99372,96.219376
102.0,102.0,226.0,22.0,124.0,102.0,221.52998,4.307952,112.92281,108.60781
99.0,99.0,212.0,14.0,113.0,99.0,228.19139,5.721261,116.961876,111.23007
95.0,95.0,218.0,28.0,123.0,95.0,214.21045,18.700687,116.459755,97.756195
132.0,132.0,259.0,5.0,132.0,127.0,225.88503,12.122537,119.00911,106.87018
89.0,89.0,221.0,43.0,132.0,89.0,221.27408,11.969924,116.62789,104.64245
106.0,106.0,220.0,8.0,114.0,106.0,232.98161,1.9695752,117.478355,115.50284
105.0,105.0,215.0,5.0,110.0,105.0,220.42061,5.1816225,112.805244,107.614174
111.0,111.0,189.0,33.0,111.0,78.0,220.48387,7.885624,114.187294,106.29686
79.0,79.0,172.0,14.0,93.0,79.0,204.60867,1.2012246,102.90467,101.70862
127.0,127.0,244.0,10.0,127.0,117.0,223.01297,0.79580235,111.907234,111.104004
103.5,103.5,206.5,0.5,103.5,103.0,219.93082,3.3000958,111.619576,108.313995
113.0,113.0,220.0,6.0,113.0,107.0,218.5913,4.1123323,111.35681,107.23244
107.0,107.0,205.0,9.0,107.0,98.0,220.01959,9.46859,114.749115,105.27129
126.0,126.0,228.0,24.0,126.0,102.0,222.73308,2.8406727,112.79247,109.9382
95.0,95.0,206.0,16.0,111.0,95.0,217.14302,5.170066,111.16034,105.98252
101.0,101.0,213.0,11.0,112.0,101.0,210.44684,17.921648,114.18982,96.25925
102.0,102.0,227.0,23.0,125.0,102.0,215.66739,10.988158,113.32976,102.34233
99.0,99.0,187.0,11.0,99.0,88.0,227.58052,6.064785,116.82829,110.75343
95.0,95.0,208.0,18.0,113.0,95.0,217.62094,22.16064,119.89586,97.726944
132.0,132.0,232.0,32.0,132.0,100.0,233.85208,19.72636,126.79294,107.055984
89.0,89.0,201.0,23.0,112.0,89.0,214.87575,4.9594545,109.9226,104.95163
106.0,106.0,215.0,3.0,109.0,106.0,224.8106,9.939837,117.38189,107.430084
105.0,105.0,222.0,12.0,117.0,105.0,234.40656,9.40814,121.914085,112.490166
111.0,111.0,189.0,33.0,111.0,78.0,207.19792,21.914074,114.55688,92.64743
79.0,79.0,186.0,28.0,107.0,79.0,206.19319,3.1976893,104.696686,101.50102
127.0,127.0,230.0,24.0,127.0,103.0,224.51659,1.0144017,112.77025,111.746414
103.5,103.5,218.5,11.5,115.0,103.5,209.40472,7.32547,108.365486,101.04477
113.0,113.0,242.0,16.0,129.0,113.0,214.5697,0.5407574,107.55717,107.01096
107.0,107.0,201.0,13.0,107.0,94.0,211.72528,17.911762,114.81976,96.911224
126.0,126.0,227.0,25.0,126.0,101.0,220.9621,1.8806164,111.42671,109.53403
95.0,95.0,200.0,10.0,105.0,95.0,232.78152,11.1040745,121.94855,110.826965
101.0,101.0,226.0,24.0,125.0,101.0,214.81244,22.325064,118.57432,96.237816
102.0,102.0,222.0,18.0,120.0,102.0,229.41139,3.3624852,116.390785,113.02388
99.0,99.0,196.0,2.0,99.0,97.0,231.24626,2.4663136,116.86177,114.38284
95.0,95.0,192.0,2.0,97.0,95.0,202.16457,5.8096876,103.98657,98.18515
132.0,132.0,219.0,45.0,132.0,87.0,221.17213,7.213545,114.19846,106.969826
89.0,89.0,176.0,2.0,89.0,87.0,218.1596,8.564266,113.3673,104.789764
106.0,106.0,216.0,4.0,110.0,106.0,231.62866,3.1605523,117.39864,114.228905
105.0,105.0,217.0,7.0,112.0,105.0,225.77985,0.23484348,112.990234,112.70466
111.0,111.0,210.0,12.0,111.0,99.0,225.25583,3.0106843,114.13561,111.11884
79.0,79.0,170.0,12.0,91.0,79.0,208.96968,6.145547,107.56072,101.412575
127.0,127.0,250.0,4.0,127.0,123.0,230.38835,7.7932844,119.10002,111.28594
103.5,103.5,186.5,20.5,103.5,83.0,209.52881,7.0588493,108.296074,101.236786
113.0,113.0,213.0,13.0,113.0,100.0,219.87831,5.3825912,112.63576,107.23915
107.0,107.0,198.0,16.0,107.0,91.0,226.9051,1.629102,114.27092,112.63416
126.0,126.0,226.0,26.0,126.0,100.0,220.05702,0.74806523,110.406166,109.64922
